Subject,Item,timeReceipt,IbexItemNum,Block,WordNum,Word,EventTime,CondCode,Critical,Correct,QuestionText,QuestionCondition,ReadingTime,Sentence,Condition,Region,ReactionTime,Accuracy,precritRT
28,4,1637251258,87,3,6,Hammer,1637250205665,151,6,"","","",280,Dann nahm der Lehrling den Hammer und sofort machte er sich an die Arbeit.,A,Critical,,,321
28,4,1637251258,87,3,7,und,1637250205665,151,6,"","","",263,Dann nahm der Lehrling den Hammer und sofort machte er sich an die Arbeit.,A,Spillover,,,321
28,4,1637251258,87,3,8,sofort,1637250205665,151,6,"","","",328,Dann nahm der Lehrling den Hammer und sofort machte er sich an die Arbeit.,A,Post-spillover,,,321
28,5,1637251258,100,3,4,Konditor,1637250376066,152,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,234,Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,B,Pre-critical_2,2580,1,264
28,5,1637251258,100,3,5,den,1637250376066,152,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,264,Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,B,Pre-critical,2580,1,264
28,5,1637251258,100,3,6,Apfelkuchen,1637250376066,152,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,272,Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,B,Critical,2580,1,264
28,5,1637251258,100,3,7,und,1637250376066,152,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,302,Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,B,Spillover,2580,1,264
28,5,1637251258,100,3,8,dann,1637250376066,152,6,K,Hat es nach dem Opa noch einen anderen Kunden gegeben?,continuation,242,Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.,B,Post-spillover,2580,1,264
28,6,1637251258,43,1,4,Kunde,1637249086172,153,6,"","","",270,Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,C,Pre-critical_2,,,264
28,6,1637251258,43,1,5,die,1637249086172,153,6,"","","",264,Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,C,Pre-critical,,,264
28,6,1637251258,43,1,6,Frühlingsrolle,1637249086172,153,6,"","","",297,Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,C,Critical,,,264
28,6,1637251258,43,1,7,und,1637249086172,153,6,"","","",354,Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,C,Spillover,,,264
28,6,1637251258,43,1,8,sogleich,1637249086172,153,6,"","","",286,Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.,C,Post-spillover,,,264
28,7,1637251258,88,3,4,Metzger,1637250218449,151,6,K,Hat der Metzger die Fleischwurst durchschnitten?,manipulation,281,Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.,A,Pre-critical_2,2359,1,335
28,7,1637251258,88,3,5,die,1637250218449,151,6,K,Hat der Metzger die Fleischwurst durchschnitten?,manipulation,335,Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.,A,Pre-critical,2359,1,335
28,7,1637251258,88,3,6,Fleischwurst,1637250218449,151,6,K,Hat der Metzger die Fleischwurst durchschnitten?,manipulation,305,Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.,A,Critical,2359,1,335
28,7,1637251258,88,3,7,und,1637250218449,151,6,K,Hat der Metzger die Fleischwurst durchschnitten?,manipulation,303,Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.,A,Spillover,2359,1,335
28,7,1637251258,88,3,8,sofort,1637250218449,151,6,K,Hat der Metzger die Fleischwurst durchschnitten?,manipulation,288,Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.,A,Post-spillover,2359,1,335
28,8,1637251258,39,1,4,Tierliebhaber,1637249036194,152,6,"","","",233,Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,B,Pre-critical_2,,,226
28,8,1637251258,39,1,5,den,1637249036194,152,6,"","","",226,Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,B,Pre-critical,,,226
28,8,1637251258,39,1,6,Kutscher,1637249036194,152,6,"","","",222,Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,B,Critical,,,226
28,8,1637251258,39,1,7,und,1637249036194,152,6,"","","",406,Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,B,Spillover,,,226
28,8,1637251258,39,1,8,darüber,1637249036194,152,6,"","","",410,Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf%2C den Gaul in Ruhe zu lassen.,B,Post-spillover,,,226
28,9,1637251258,106,3,4,Kapitän,1637250471193,153,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,173,Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen.,C,Pre-critical_2,1652,1,322
28,9,1637251258,106,3,5,das,1637250471193,153,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,322,Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen.,C,Pre-critical,1652,1,322
28,9,1637251258,106,3,6,Segelboot,1637250471193,153,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,295,Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen.,C,Critical,1652,1,322
28,9,1637251258,106,3,7,und,1637250471193,153,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,304,Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen.,C,Spillover,1652,1,322
28,9,1637251258,106,3,8,sofort,1637250471193,153,6,K,Hat der Kapitän dem Pärchen geholfen?,continuation,274,Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen.,C,Post-spillover,1652,1,322
28,10,1637251258,108,3,4,Hausfrau,1637250499969,151,6,"","","",356,Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,A,Pre-critical_2,,,207
28,10,1637251258,108,3,5,den,1637250499969,151,6,"","","",207,Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,A,Pre-critical,,,207
28,10,1637251258,108,3,6,Handwerker,1637250499969,151,6,"","","",240,Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,A,Critical,,,207
28,10,1637251258,108,3,7,und,1637250499969,151,6,"","","",380,Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,A,Spillover,,,207
28,10,1637251258,108,3,8,noch,1637250499969,151,6,"","","",189,Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.,A,Post-spillover,,,207
28,11,1637251258,68,2,6,Urlauber,1637249713160,152,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,376,Nach der Führung lobte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,B,Pre-critical_2,1887,1,370
28,11,1637251258,68,2,7,den,1637249713160,152,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,370,Nach der Führung lobte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,B,Pre-critical,1887,1,370
28,11,1637251258,68,2,8,Flyer,1637249713160,152,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,193,Nach der Führung lobte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,B,Critical,1887,1,370
28,11,1637251258,68,2,9,und,1637249713160,152,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,373,Nach der Führung lobte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,B,Spillover,1887,1,370
28,11,1637251258,68,2,10,dann,1637249713160,152,8,K,Hat der Flyer zusätzliche Informationen enthalten?,paragraph,321,Nach der Führung lobte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.,B,Post-spillover,1887,1,370
28,12,1637251258,16,1,4,Paparazzi,1637248679514,153,6,"","","",246,Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,C,Pre-critical_2,,,226
28,12,1637251258,16,1,5,die,1637248679514,153,6,"","","",226,Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,C,Pre-critical,,,226
28,12,1637251258,16,1,6,Schauspielerin,1637248679514,153,6,"","","",262,Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,C,Critical,,,226
28,12,1637251258,16,1,7,und,1637248679514,153,6,"","","",359,Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,C,Spillover,,,226
28,12,1637251258,16,1,8,ferner,1637248679514,153,6,"","","",329,Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse.,C,Post-spillover,,,226
28,13,1637251258,60,2,4,Schneider,1637249595531,152,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,217,Daraufhin bewunderte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,B,Pre-critical_2,2307,1,199
28,13,1637251258,60,2,5,die,1637249595531,152,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,199,Daraufhin bewunderte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,B,Pre-critical,2307,1,199
28,13,1637251258,60,2,6,Assistentin,1637249595531,152,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,193,Daraufhin bewunderte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,B,Critical,2307,1,199
28,13,1637251258,60,2,7,und,1637249595531,152,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,190,Daraufhin bewunderte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,B,Spillover,2307,1,199
28,13,1637251258,60,2,8,dann,1637249595531,152,6,K,Hat dem Schneider der Platz am Eingang gefallen?,continuation,214,Daraufhin bewunderte der Schneider die Assistentin und dann sagte er%2C dass der Platz am Eingang eine gute Idee war.,B,Post-spillover,2307,1,199
28,14,1637251258,30,1,4,Mädchen,1637248907617,153,6,"","","",240,Danach salzte das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,C,Pre-critical_2,,,233
28,14,1637251258,30,1,5,den,1637248907617,153,6,"","","",233,Danach salzte das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,C,Pre-critical,,,233
28,14,1637251258,30,1,6,Schwimmer,1637248907617,153,6,"","","",296,Danach salzte das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,C,Critical,,,233
28,14,1637251258,30,1,7,und,1637248907617,153,6,"","","",360,Danach salzte das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,C,Spillover,,,233
28,14,1637251258,30,1,8,nach,1637248907617,153,6,"","","",288,Danach salzte das Mädchen den Schwimmer und nach einer Weile verriet es ihm seine Handynummer.,C,Post-spillover,,,233
28,15,1637251258,36,1,4,Chefarzt,1637248990642,152,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,216,Dann enthüllte der Chefarzt die Sekretärin und dann machte er Feierabend.,B,Pre-critical_2,1476,1,232
28,15,1637251258,36,1,5,die,1637248990642,152,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,232,Dann enthüllte der Chefarzt die Sekretärin und dann machte er Feierabend.,B,Pre-critical,1476,1,232
28,15,1637251258,36,1,6,Sekretärin,1637248990642,152,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,231,Dann enthüllte der Chefarzt die Sekretärin und dann machte er Feierabend.,B,Critical,1476,1,232
28,15,1637251258,36,1,7,und,1637248990642,152,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,241,Dann enthüllte der Chefarzt die Sekretärin und dann machte er Feierabend.,B,Spillover,1476,1,232
28,15,1637251258,36,1,8,dann,1637248990642,152,6,K,War die Sekretärin erleichtert über die Diktiermaschine?,paragraph,224,Dann enthüllte der Chefarzt die Sekretärin und dann machte er Feierabend.,B,Post-spillover,1476,1,232
28,16,1637251258,29,1,4,Reporterin,1637248889820,152,6,"","","",242,Daraufhin befragte die Reporterin den Mitarbeiter und anschließend machte sie ein paar Fotos vom Bauernhof.,B,Pre-critical_2,,,302
28,16,1637251258,29,1,5,den,1637248889820,152,6,"","","",302,Daraufhin befragte die Reporterin den Mitarbeiter und anschließend machte sie ein paar Fotos vom Bauernhof.,B,Pre-critical,,,302
28,16,1637251258,29,1,6,Mitarbeiter,1637248889820,152,6,"","","",304,Daraufhin befragte die Reporterin den Mitarbeiter und anschließend machte sie ein paar Fotos vom Bauernhof.,B,Critical,,,302
28,16,1637251258,29,1,7,und,1637248889820,152,6,"","","",352,Daraufhin befragte die Reporterin den Mitarbeiter und anschließend machte sie ein paar Fotos vom Bauernhof.,B,Spillover,,,302
28,16,1637251258,29,1,8,anschließend,1637248889820,152,6,"","","",369,Daraufhin befragte die Reporterin den Mitarbeiter und anschließend machte sie ein paar Fotos vom Bauernhof.,B,Post-spillover,,,302
28,17,1637251258,41,1,4,Tochter,1637249060773,151,6,K,Hat die Tochter den Rasenmäher geparkt?,manipulation,214,Danach parkte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde.,A,Pre-critical_2,1203,1,184
28,17,1637251258,41,1,5,den,1637249060773,151,6,K,Hat die Tochter den Rasenmäher geparkt?,manipulation,184,Danach parkte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde.,A,Pre-critical,1203,1,184
28,17,1637251258,41,1,6,Rasenmäher,1637249060773,151,6,K,Hat die Tochter den Rasenmäher geparkt?,manipulation,224,Danach parkte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde.,A,Critical,1203,1,184
28,17,1637251258,41,1,7,und,1637249060773,151,6,K,Hat die Tochter den Rasenmäher geparkt?,manipulation,221,Danach parkte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde.,A,Spillover,1203,1,184
28,17,1637251258,41,1,8,dann,1637249060773,151,6,K,Hat die Tochter den Rasenmäher geparkt?,manipulation,232,Danach parkte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde.,A,Post-spillover,1203,1,184
28,18,1637251258,98,3,4,Dame,1637250355434,151,6,"","","",334,Entzückt entlohnte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen.,A,Pre-critical_2,,,295
28,18,1637251258,98,3,5,den,1637250355434,151,6,"","","",295,Entzückt entlohnte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen.,A,Pre-critical,,,295
28,18,1637251258,98,3,6,Juwelier,1637250355434,151,6,"","","",273,Entzückt entlohnte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen.,A,Critical,,,295
28,18,1637251258,98,3,7,und,1637250355434,151,6,"","","",280,Entzückt entlohnte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen.,A,Spillover,,,295
28,18,1637251258,98,3,8,danach,1637250355434,151,6,"","","",296,Entzückt entlohnte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen.,A,Post-spillover,,,295
28,19,1637251258,45,1,4,Nichte,1637249121514,153,6,K,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,paragraph,264,Verblüfft kochte die Nichte den Schraubenzieher und dann sagte sie%2C dass sie noch mehr Zaubertricks sehen wolle.,C,Pre-critical_2,3279,1,222
28,19,1637251258,45,1,5,den,1637249121514,153,6,K,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,paragraph,222,Verblüfft kochte die Nichte den Schraubenzieher und dann sagte sie%2C dass sie noch mehr Zaubertricks sehen wolle.,C,Pre-critical,3279,1,222
28,19,1637251258,45,1,6,Schraubenzieher,1637249121514,153,6,K,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,paragraph,280,Verblüfft kochte die Nichte den Schraubenzieher und dann sagte sie%2C dass sie noch mehr Zaubertricks sehen wolle.,C,Critical,3279,1,222
28,19,1637251258,45,1,7,und,1637249121514,153,6,K,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,paragraph,336,Verblüfft kochte die Nichte den Schraubenzieher und dann sagte sie%2C dass sie noch mehr Zaubertricks sehen wolle.,C,Spillover,3279,1,222
28,19,1637251258,45,1,8,dann,1637249121514,153,6,K,Hat der Mechaniker den Schraubenzieher hinter dem Ohr der Nichte hervorgezogen?,paragraph,337,Verblüfft kochte die Nichte den Schraubenzieher und dann sagte sie%2C dass sie noch mehr Zaubertricks sehen wolle.,C,Post-spillover,3279,1,222
28,20,1637251258,19,1,4,Mopedfahrer,1637248728922,151,6,"","","",248,Daraufhin bestach der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall.,A,Pre-critical_2,,,216
28,20,1637251258,19,1,5,den,1637248728922,151,6,"","","",216,Daraufhin bestach der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall.,A,Pre-critical,,,216
28,20,1637251258,19,1,6,Polizisten,1637248728922,151,6,"","","",232,Daraufhin bestach der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall.,A,Critical,,,216
28,20,1637251258,19,1,7,und,1637248728922,151,6,"","","",240,Daraufhin bestach der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall.,A,Spillover,,,216
28,20,1637251258,19,1,8,außerdem,1637248728922,151,6,"","","",314,Daraufhin bestach der Mopedfahrer den Polizisten und außerdem entschuldigte er sich für den Unfall.,A,Post-spillover,,,216
28,21,1637251258,42,1,4,Freundin,1637249073483,151,6,K,Hat die Freundin den Segler ermahnt?,manipulation,163,Daraufhin ermahnte die Freundin den Segler und dann sagte sie%2C er solle etwas aufmerksamer sein.,A,Pre-critical_2,1060,1,193
28,21,1637251258,42,1,5,den,1637249073483,151,6,K,Hat die Freundin den Segler ermahnt?,manipulation,193,Daraufhin ermahnte die Freundin den Segler und dann sagte sie%2C er solle etwas aufmerksamer sein.,A,Pre-critical,1060,1,193
28,21,1637251258,42,1,6,Segler,1637249073483,151,6,K,Hat die Freundin den Segler ermahnt?,manipulation,236,Daraufhin ermahnte die Freundin den Segler und dann sagte sie%2C er solle etwas aufmerksamer sein.,A,Critical,1060,1,193
28,21,1637251258,42,1,7,und,1637249073483,151,6,K,Hat die Freundin den Segler ermahnt?,manipulation,193,Daraufhin ermahnte die Freundin den Segler und dann sagte sie%2C er solle etwas aufmerksamer sein.,A,Spillover,1060,1,193
28,21,1637251258,42,1,8,dann,1637249073483,151,6,K,Hat die Freundin den Segler ermahnt?,manipulation,248,Daraufhin ermahnte die Freundin den Segler und dann sagte sie%2C er solle etwas aufmerksamer sein.,A,Post-spillover,1060,1,193
28,22,1637251258,26,1,4,Piraten,1637248845113,151,6,"","","",230,Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat.,A,Pre-critical_2,,,249
28,22,1637251258,26,1,5,die,1637248845113,151,6,"","","",249,Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat.,A,Pre-critical,,,249
28,22,1637251258,26,1,6,Einheimischen,1637248845113,151,6,"","","",239,Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat.,A,Critical,,,249
28,22,1637251258,26,1,7,und,1637248845113,151,6,"","","",267,Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat.,A,Spillover,,,249
28,22,1637251258,26,1,8,danach,1637248845113,151,6,"","","",247,Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat.,A,Post-spillover,,,249
28,23,1637251258,18,1,4,Junge,1637248709778,153,6,K,Konnte der Junge sich für einen Apfel entscheiden?,continuation,224,Sofort schlug der Junge den Korb und dann entschied er sich für einen großen roten Apfel.,C,Pre-critical_2,1636,1,246
28,23,1637251258,18,1,5,den,1637248709778,153,6,K,Konnte der Junge sich für einen Apfel entscheiden?,continuation,246,Sofort schlug der Junge den Korb und dann entschied er sich für einen großen roten Apfel.,C,Pre-critical,1636,1,246
28,23,1637251258,18,1,6,Korb,1637248709778,153,6,K,Konnte der Junge sich für einen Apfel entscheiden?,continuation,264,Sofort schlug der Junge den Korb und dann entschied er sich für einen großen roten Apfel.,C,Critical,1636,1,246
28,23,1637251258,18,1,7,und,1637248709778,153,6,K,Konnte der Junge sich für einen Apfel entscheiden?,continuation,329,Sofort schlug der Junge den Korb und dann entschied er sich für einen großen roten Apfel.,C,Spillover,1636,1,246
28,23,1637251258,18,1,8,dann,1637248709778,153,6,K,Konnte der Junge sich für einen Apfel entscheiden?,continuation,264,Sofort schlug der Junge den Korb und dann entschied er sich für einen großen roten Apfel.,C,Post-spillover,1636,1,246
28,24,1637251258,117,3,4,Juror,1637250625417,152,6,"","","",289,Danach entdeckte der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen.,B,Pre-critical_2,,,312
28,24,1637251258,117,3,5,den,1637250625417,152,6,"","","",312,Danach entdeckte der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen.,B,Pre-critical,,,312
28,24,1637251258,117,3,6,Sportler,1637250625417,152,6,"","","",287,Danach entdeckte der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen.,B,Critical,,,312
28,24,1637251258,117,3,7,und,1637250625417,152,6,"","","",297,Danach entdeckte der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen.,B,Spillover,,,312
28,24,1637251258,117,3,8,außerdem,1637250625417,152,6,"","","",294,Danach entdeckte der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen.,B,Post-spillover,,,312
28,25,1637251258,13,1,4,Mann,1637248636273,153,6,D,Hat der Mann die Geschätsfrau verpackt?,manipulation,257,Daraufhin sortierte der Mann die Geschäftsfrau und dann lobte er sie für ihren guten Geschmack.,C,Pre-critical_2,2632,1,260
28,25,1637251258,13,1,5,die,1637248636273,153,6,D,Hat der Mann die Geschätsfrau verpackt?,manipulation,260,Daraufhin sortierte der Mann die Geschäftsfrau und dann lobte er sie für ihren guten Geschmack.,C,Pre-critical,2632,1,260
28,25,1637251258,13,1,6,Geschäftsfrau,1637248636273,153,6,D,Hat der Mann die Geschätsfrau verpackt?,manipulation,238,Daraufhin sortierte der Mann die Geschäftsfrau und dann lobte er sie für ihren guten Geschmack.,C,Critical,2632,1,260
28,25,1637251258,13,1,7,und,1637248636273,153,6,D,Hat der Mann die Geschätsfrau verpackt?,manipulation,262,Daraufhin sortierte der Mann die Geschäftsfrau und dann lobte er sie für ihren guten Geschmack.,C,Spillover,2632,1,260
28,25,1637251258,13,1,8,dann,1637248636273,153,6,D,Hat der Mann die Geschätsfrau verpackt?,manipulation,289,Daraufhin sortierte der Mann die Geschäftsfrau und dann lobte er sie für ihren guten Geschmack.,C,Post-spillover,2632,1,260
28,26,1637251258,86,3,4,Rentner,1637250192856,152,6,"","","",281,Lachend tätschelte der Rentner das Zelt und dann schenkte er es dem Kind.,B,Pre-critical_2,,,270
28,26,1637251258,86,3,5,das,1637250192856,152,6,"","","",270,Lachend tätschelte der Rentner das Zelt und dann schenkte er es dem Kind.,B,Pre-critical,,,270
28,26,1637251258,86,3,6,Zelt,1637250192856,152,6,"","","",337,Lachend tätschelte der Rentner das Zelt und dann schenkte er es dem Kind.,B,Critical,,,270
28,26,1637251258,86,3,7,und,1637250192856,152,6,"","","",311,Lachend tätschelte der Rentner das Zelt und dann schenkte er es dem Kind.,B,Spillover,,,270
28,26,1637251258,86,3,8,dann,1637250192856,152,6,"","","",329,Lachend tätschelte der Rentner das Zelt und dann schenkte er es dem Kind.,B,Post-spillover,,,270
28,27,1637251258,37,1,7,Lehrer,1637249007644,151,9,D,Hat der Lehrer die Tasche aufgegeben?,continuation,232,Zurück in der Kantine kaufte der Lehrer die Limonade und dann suchte er seine Tasche.,A,Pre-critical_2,1739,1,280
28,27,1637251258,37,1,8,die,1637249007644,151,9,D,Hat der Lehrer die Tasche aufgegeben?,continuation,280,Zurück in der Kantine kaufte der Lehrer die Limonade und dann suchte er seine Tasche.,A,Pre-critical,1739,1,280
28,27,1637251258,37,1,9,Limonade,1637249007644,151,9,D,Hat der Lehrer die Tasche aufgegeben?,continuation,263,Zurück in der Kantine kaufte der Lehrer die Limonade und dann suchte er seine Tasche.,A,Critical,1739,1,280
28,27,1637251258,37,1,10,und,1637249007644,151,9,D,Hat der Lehrer die Tasche aufgegeben?,continuation,281,Zurück in der Kantine kaufte der Lehrer die Limonade und dann suchte er seine Tasche.,A,Spillover,1739,1,280
28,27,1637251258,37,1,11,dann,1637249007644,151,9,D,Hat der Lehrer die Tasche aufgegeben?,continuation,280,Zurück in der Kantine kaufte der Lehrer die Limonade und dann suchte er seine Tasche.,A,Post-spillover,1739,1,280
28,28,1637251258,56,2,5,Mutter,1637249543993,153,7,"","","",353,Im Krankenhaus stapelte die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke.,C,Pre-critical_2,,,200
28,28,1637251258,56,2,6,die,1637249543993,153,7,"","","",200,Im Krankenhaus stapelte die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke.,C,Pre-critical,,,200
28,28,1637251258,56,2,7,Bergsteigerin,1637249543993,153,7,"","","",376,Im Krankenhaus stapelte die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke.,C,Critical,,,200
28,28,1637251258,56,2,8,und,1637249543993,153,7,"","","",369,Im Krankenhaus stapelte die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke.,C,Spillover,,,200
28,28,1637251258,56,2,9,hinterher,1637249543993,153,7,"","","",327,Im Krankenhaus stapelte die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke.,C,Post-spillover,,,200
28,29,1637251258,52,2,4,Praktikantin,1637249478420,152,6,K,Hat sich die Praktikantin für das Fernglas bedankt?,continuation,194,Dann beobachtete die Praktikantin den Förster und anschließend bedankte sie sich für das Fernglas.,B,Pre-critical_2,1772,1,230
28,29,1637251258,52,2,5,den,1637249478420,152,6,K,Hat sich die Praktikantin für das Fernglas bedankt?,continuation,230,Dann beobachtete die Praktikantin den Förster und anschließend bedankte sie sich für das Fernglas.,B,Pre-critical,1772,1,230
28,29,1637251258,52,2,6,Förster,1637249478420,152,6,K,Hat sich die Praktikantin für das Fernglas bedankt?,continuation,272,Dann beobachtete die Praktikantin den Förster und anschließend bedankte sie sich für das Fernglas.,B,Critical,1772,1,230
28,29,1637251258,52,2,7,und,1637249478420,152,6,K,Hat sich die Praktikantin für das Fernglas bedankt?,continuation,351,Dann beobachtete die Praktikantin den Förster und anschließend bedankte sie sich für das Fernglas.,B,Spillover,1772,1,230
28,29,1637251258,52,2,8,anschließend,1637249478420,152,6,K,Hat sich die Praktikantin für das Fernglas bedankt?,continuation,289,Dann beobachtete die Praktikantin den Förster und anschließend bedankte sie sich für das Fernglas.,B,Post-spillover,1772,1,230
28,30,1637251258,80,2,5,Richter,1637249890562,153,7,"","","",321,Am Ende kopierte der Richter den Staatsanwalt und danach ließ er den ersten Zeugen herein.,C,Pre-critical_2,,,297
